{276110,-958760}
{886267,136132}
{776734,975707}
{10323,301704}
{6902,458857}
{693055,893032}
{-422946,588776}
{-123658,768326}
{837273,559300}
{569576,561505}
{-510055,771424}
{-398115,393013}
{537662,587449}
{19597,-910065}
{488480,-40364}
{873268,466465}
{795325,471077}
{-758196,-711209}
{88291,-825629}
{-111257,-928422}
{589010,916635}
{-33348,-88149}
{-362538,170964}
{974202,-983344}
{-700194,-652925}
{524000,763639}
{-883765,135696}
{844907,-680940}
{616987,79523}
{461272,-690663}
{-333185,96614}
{-17556,-113911}
{-571377,213137}
{649469,-744667}
{-84542,-565255}
{981481,881866}
{880768,285801}
{166059,-684348}
{356591,843630}
{-379419,128895}
{724376,83170}
{837308,-944078}
{226700,-369799}
{-311024,-843646}
{-250051,-52329}
{-624411,433854}
{517639,-392147}
{-235023,366352}
{900073,-370242}
{-795860,177730}
{-379149,267738}
{836192,400464}
{-759330,20851}
{189471,-401740}
{-250687,122667}
{351927,-482108}
{975541,507880}
{-203668,-830958}
{-751638,-791490}
{-728579,192570}
{163247,-908648}
{-186626,578327}
{141273,441523}
{745512,-263699}
{-294479,10951}
{-457188,599464}
{-459104,-315153}
{-619906,-712589}
{239644,-654370}
{-487122,-382082}
{489189,-640094}
{747235,474252}
{-193871,58360}
{-327111,415383}
{-85776,10895}
{275258,-7334}
{-900219,-978171}
{-931400,-534234}
{-702357,-173788}
{115120,528305}
{651742,997050}
{762989,-802067}
{179968,-591445}
{-54946,488628}
{-778983,861005}
{-345550,-167969}
{-88065,-534498}
{508297,-30676}
{-167966,-657392}
{-477157,-335217}
{790920,-112351}
{-525441,838030}
{586276,-570304}
{-612771,-16732}
{598530,422521}
{-651031,785366}
{-517922,305450}
{-939214,-652204}
{-85828,-131497}
{-402532,471191}
{705559,957633}
{-779768,56165}
{-81092,3623}
{968883,-106618}
{268744,381}
{89733,493590}
{-454138,305331}
{-113113,882477}
{-336516,655501}
{851473,13079}
{227351,-701687}
{-842691,683037}
{-738872,-356392}
{373002,-522666}
{993568,202309}
{-641518,-962352}
{-443393,94316}
{-366517,-264429}
{-642598,790101}
{292919,115223}
{-193553,-897394}
{358595,912195}
{766556,495842}
{236287,904606}
{-594544,-11544}
{143316,554928}
{279087,308201}
{-855164,640795}
{-932038,652271}
{995247,-679794}
{234466,206874}
{-152327,-668933}
{-628901,-226431}
{474949,76630}
{163386,844541}
{326755,104265}
{-60521,586424}
{358000,336070}
{441852,-63219}
{-172923,-859549}
{449627,-92540}
{904338,715610}
{72501,604772}
{-82483,-695047}
{984074,-235772}
{-547687,-453039}
{151784,620716}
{803909,-645032}
{-84743,-696611}
{-425242,-575303}
{490870,-933998}
{-407612,271857}
{429014,289256}
{116469,521738}
{295553,-111460}
{141217,-871497}
{531063,252040}
{498828,972547}
{-525918,118549}
{54086,880713}
{-416534,496800}
{430763,838256}
{-679490,862777}
{-743207,83667}
{820880,-230573}
{681550,-346404}
{-146661,-696495}
{373859,720847}
{-265675,-841896}
{754683,978253}
{-148365,-773379}
{-612300,684340}
{-711253,789886}
{155030,155768}
{-119742,539438}
{-947970,-283993}
{-996430,-465580}
{843038,185283}
{-803360,-919974}
{334207,-367339}
{37725,-993761}
{812014,12946}
{-520290,943856}
{331167,-200402}
{390736,78707}
{-628314,-262175}
{-259652,884333}
{786463,-194817}
{-445894,-53942}
{-856605,708162}
{656272,-363653}
{-398365,-833535}
{-267036,-59872}
{-731732,364023}
{-22696,622241}
{537025,-188844}
{524134,277825}
{828176,-276132}
{-675003,-508885}
{-722339,-899467}
{-291661,-921725}
{-318385,-51774}
{571101,705738}
{-9572,-128042}
{-655869,951444}
{428853,5489}
{385859,-695722}
{375294,134571}
{-591525,727346}
{860542,-287990}
{-453134,58266}
{925310,-551911}
{-110675,-583721}
{730929,-161882}
{-622084,261983}
{-489790,182831}
{-452850,-28224}
{-207795,263533}
{-346941,679134}
{26608,371927}
{-734398,-713811}
{-63357,-619112}
{770296,-201318}
{-796150,-378399}
{331325,599390}
{759837,-237048}
{184723,416027}
{-147226,-385613}
{-262101,-383949}
{-12115,47897}
{921156,560995}
{-670364,-3302}
{864517,577807}
{-465616,-249630}
{-249537,898669}
{972110,-315386}
{-420704,-596667}
{-739396,-733729}
{-412279,-896355}
{271116,639829}
{-20848,796985}
{69490,-173801}
{-749270,752789}
{875251,992589}
{286010,-247272}
{-752320,-722955}
{831222,-284240}
{555964,274970}
{-660204,581776}
{155568,85719}
{346546,144716}
{-425183,-554749}
{245060,-773597}
{-820020,680477}
{152858,-790579}
{-407285,804134}
{-656002,-834182}
{-659987,753407}
{758409,-265328}
{-553927,931783}
{-140597,-314865}
{-238928,-648857}
{-478558,137607}
{-23482,471831}
{364649,528053}
{-744412,68167}
{698082,-723411}
{-672071,569495}
{397571,810284}
{398201,65284}
{-935575,-281101}
{181631,675540}
{95942,-607915}
{522051,-861675}
{528076,509140}
{277277,531314}
{-999993,348347}
{-837736,-311952}
{135022,-769366}
{864485,381432}
{-685497,-319280}
{183927,464679}
{-321538,-430649}
{89451,310662}
{-340558,-43136}
{-109639,-988603}
{-466640,598313}
{-239871,810051}
{-487591,-688415}
{-347284,420520}
{163911,786136}
{850130,-898305}
{-792806,405979}
{296528,-184104}
{-189547,-612792}
{-280661,910286}
{-589172,476768}
{-270292,123776}
{-785455,724565}
{-43708,863270}
{-82809,257458}
{-700829,661005}
{223979,875294}
{215138,309890}
{-902778,-259264}
{-239444,125772}
{-329951,697482}
{-510204,728673}
{348500,-490850}
{946194,-495203}
{-944151,711812}
{-674574,597}
{-845359,268920}
{679901,-628202}
{282027,383511}
{404934,-422243}
{-616814,839762}
{583446,-770179}
{742460,-205385}
{-22190,31383}
{984344,-989352}
{731994,192595}
{461735,-843250}
{206789,138602}
{697084,423609}
{-350327,326626}
{-194276,-65317}
{-774992,121014}
{-915503,942080}
{246417,698515}
{229280,574822}
{844256,296670}
{210287,858869}
{951065,-690399}
{236004,880307}
{370916,807330}
{-148685,-970914}
{402583,-103254}
{-248191,-104930}
{-910000,670786}
{677378,-717899}
{233647,292282}
{-682512,517645}
{210907,858346}
{111382,-754695}
{535685,182826}
{-573024,-913323}
{-244855,640308}
{150760,69173}
{285002,891057}
{-52542,-539441}
{770675,-141541}
{264043,433021}
{-791184,-102103}
{940603,-365729}
{-636532,-144688}
{-401241,-208697}
{93816,-690755}
{-545454,446808}
{-183479,235184}
{521584,-247250}
{-321052,-195473}
{-401778,-484111}
{-604237,-381100}
{879660,-210219}
{-726550,156834}
{-686668,625130}
{-228989,-317669}
{565519,-581839}
{-951271,-666724}
{857013,946857}
{-816633,985226}
{-436252,706767}
{-133417,-953304}
{-504241,690231}
{-957248,-520802}
{609817,927836}
{916952,951135}
{-263893,-753713}
{744446,-813816}
{971382,-343499}
{-902683,-443382}
{-393736,695653}
{-178511,910748}
{-837595,-867916}
{-951641,47010}
{-754040,-333057}
{576660,679183}
{-185955,-171339}
{837985,532560}
{785334,101202}
{444667,-789172}
{850532,-73806}
{513136,536205}
{-958539,284159}
{-534634,-601739}
{504524,327726}
{-943299,-92727}
{-606998,-729475}
{724378,889424}
{-212732,-414079}
{602546,511542}
{856545,133281}
{277543,-630267}
{63596,-643074}
{336777,-254025}
{-448229,32437}
{-539146,-784514}
{403591,996246}
{667376,-604220}
{-821988,915098}
{-509519,-400096}
{540355,-580010}
{815969,-857906}
{-373034,473802}
{849204,-182556}
{975408,295929}
{205088,166702}
{156148,-163605}
{-664163,238783}
{643870,118648}
{-208326,-279534}
{-903897,12038}
{-48650,-524393}
{-891896,666840}
{238970,-161058}
{952340,97784}
{406863,-339519}
{-192359,547570}
{471720,-500545}
{-617438,647215}
{225677,208644}
{28928,-733056}
{-227524,700015}
{218776,314865}
{171365,713371}
{149550,-282909}
{-125042,515386}
{-814536,927068}
{-889707,676286}
{-529695,223531}
{-821955,455583}
{758344,703369}
{-980331,-811933}
{-196179,-788149}
{915294,63702}
{-503134,-288542}
{-644981,829974}
{892668,-968895}
{532548,-792352}
{-750423,739101}
{-430959,379132}
{-682874,948361}
{989315,-846496}
{558330,403787}
{-136863,414986}
{842763,-781152}
{326856,184702}
{587723,326531}
{-993335,-164319}
{-391443,311374}
{-680240,391705}
{-848406,960381}
{584751,533299}
{-277745,321324}
{887954,-200378}
{948328,-12857}
{751072,-654869}
{-326855,-523272}
{161110,-764164}
{-747469,513284}
{618409,-796732}
{361033,-19253}
{-142580,761662}
{265040,69568}
{-507194,158626}
{-727678,359642}
{-633874,935303}
{-366849,750561}
{13667,399911}
{183847,179186}
{-157296,-454334}
{752366,438448}
{-766838,612107}
{834470,938801}
{-132553,-886685}
{841188,-521660}
{740036,-266555}
{-859235,287308}
{423587,-438867}
{784043,954011}
{29886,600893}
{-574865,-369698}
{932296,243819}
{-930627,-665338}
{205549,113043}
{-414632,-599814}
{660493,532671}
{-952994,-32414}
{-89797,-884234}
{691501,409078}
{-28814,915779}
{936876,667102}
{-550007,-244207}
{-217495,321357}
{401200,359523}
{-859208,-892571}
{62243,-650665}
{-30735,896040}
{231140,55989}
{429933,-347439}
{21734,981578}
{954166,-635718}
{-675461,746557}
{-424176,-520672}
{-934430,-758663}
{-268078,61713}
{503519,-704233}
{-359292,950390}
{161816,138756}
{-753400,-508345}
{-806713,-519027}
{-412527,235807}
{-248033,830621}
{686171,-533829}
{528536,160139}
{326731,787355}
{-560995,-641527}
{-737583,-298753}
{923272,293682}
{-375977,-719754}
{-560959,140122}
{961208,955319}
{-949012,-377572}
{744486,282789}
{-128035,-175374}
{592687,-446911}
{810407,888756}
{-307081,810394}
{-677382,152168}
{-179965,128333}
{-741443,923218}
{226329,828409}
{648822,256980}
{996409,-275965}
{962983,-993199}
{810228,-175102}
{-309606,126199}
{471755,-137046}
{-797436,-217626}
{784770,-896628}
{-568316,-193598}
{-375997,890039}
{189782,-164541}
{723827,-487619}
{-703913,560002}
{-905349,-907366}
{-794311,763547}
{208024,531170}
{-850780,-859563}
{749829,-602755}
{669836,458120}
{143938,-982594}
{596556,542019}
{758143,241687}
{-92874,168531}
{183907,-595737}
{-461467,298462}
{-241899,669406}
{-705511,-860896}
{-110263,734300}
{904585,-245721}
{244201,-252179}
{11141,156472}
{638911,266733}
{-244506,348672}
{-503410,-953639}
{182602,-613869}
{176522,-36682}
{142985,780833}
{288311,242760}
{972221,-12999}
{-188439,-748508}
{881927,956350}
{-633757,149756}
{-243020,-146223}
{111792,-537648}
{-983810,160462}
{-869991,571573}
{839453,-490341}
{-901304,-979336}
{-336028,205566}
{882671,823143}
{-637446,100732}
{189271,522514}
{-475360,-445200}
{123196,-224560}
{-638344,-990540}
{953750,359876}
{-461058,296561}
{957763,506418}
{126068,-862945}
{764030,6918}
{105432,-103238}
{-505890,709776}
{561200,-720880}
{225688,-841726}
{201696,-548973}
{-294988,-273166}
{-181040,-773395}
{-77067,184458}
{232432,-448127}
{133995,-919555}
{-895217,-728643}
{758188,807650}
{-227153,-637842}
{930513,980198}
{84116,-56622}
{533905,380682}
{-565777,541658}
{-505210,431965}
{-138644,521330}
{767975,893715}
{-722601,554268}
{-479562,-283165}
{806557,761861}
{-617868,-143797}
{489850,438914}
{-702165,913986}
{68484,-256139}
{801294,-350086}
{-199908,695506}
{475818,-761648}
{836959,-141334}
{184549,-156969}
{526084,187957}
{503760,-587556}
{-55757,927203}
{30547,-417943}
{218640,428425}
{92119,976832}
{-232079,-902403}
{958796,609526}
{-692253,-231627}
{-417925,-768257}
{181378,367731}
{-9745,960881}
{-899123,-922844}
{-97877,-957319}
{573339,-265084}
{437592,17014}
{-672094,-844357}
{586324,-600700}
{345070,16626}
{-272604,583200}
{-885312,-718466}
{961217,831646}
{535505,-66689}
{-971340,139939}
{-369344,770451}
{-115407,278868}
{-376579,-815292}
{309999,857908}
{460033,-697000}
{-252157,-474304}
{625374,-797757}
{-180195,-277145}
{-921992,-542205}
{455744,-16375}
{-153565,-5}
{-267158,658876}
{-952787,185439}
{-403019,29604}
{237734,662105}
{283556,-4466}
{23844,-279946}
{-886244,348911}
{646488,21873}
{-243828,-677836}
{73622,-920058}
{-560016,-23532}
{-814021,734179}
{661887,858624}
{803816,-202318}
{-953390,766868}
{418645,-550522}
{506488,-377587}
{128630,56750}
{284304,-4895}
{-321418,-232900}
{-996218,187535}
{748592,45591}
{978082,-338858}
{-638198,577698}
{-154736,-724795}
{-289927,-972013}
{-417325,-191055}
{-234480,-240547}
{33978,-586229}
{854935,3050}
{481277,-748241}
{749788,-782659}
{-318222,-187889}
{-844496,-182380}
{173807,-37563}
{-315889,675984}
{-743192,-650937}
{-412532,-949641}
{514395,-531783}
{60817,-168705}
{377393,505688}
{553495,520708}
{-98501,654089}
{354881,801257}
{592284,-733197}
{624679,-417124}
{417716,-403255}
{-818846,413071}
{965554,-455126}
{643825,283348}
{-52604,-193714}
{-786008,542556}
{484162,-420106}
{-995588,247914}
{-823135,-447334}
{-778628,-356718}
{-297662,-818727}
{787678,720811}
{558011,803265}
{946495,-759310}
{-658571,-539498}
{-53644,104459}
{994080,-37258}
{412198,553887}
{205820,169846}
{474689,-389277}
{323681,932217}
{-56860,-219332}
{907941,-888088}
{101739,838363}
{62839,-387026}
{788098,703396}
{-832026,542914}
{-282398,-376413}
{643232,-913254}
{518655,934023}
{-928414,-388179}
{851656,644472}
{-139161,-908031}
{-490909,958176}
{-521667,148148}
{951779,-447142}
{351690,-332101}
{-11480,-815439}
{125231,488547}
{-467157,-409880}
{-683015,52076}
{966336,15357}
{-548339,-292066}
{-206566,613627}
{618103,-465599}
{248849,606477}
{521653,-387966}
{746541,-632128}
{-152755,603478}
{-731455,607092}
{300841,298410}
{675365,102662}
{-894764,-960050}
{-886298,36193}
{-698548,-433759}
{259004,-874643}
{-787090,530850}
{133955,835336}
{74098,-460702}
{564283,79929}
{-168624,639658}
{-643504,18369}
{-137009,-305639}
{-555014,807773}
{-176901,379146}
{-995065,-264151}
{-866728,-855625}
{325216,-927055}
{494031,-585760}
{-279562,-998086}
{574758,812585}
{-2504,-990375}
{477479,-527261}
{102501,97204}
{-553265,-437237}
{-406881,890821}
{968004,75445}
{-599209,182636}
{895754,-822238}
{-652576,114662}
{-700631,639597}
{-470335,809360}
{208128,-902080}
{647888,34420}
{-306479,900455}
{-701895,-116653}
{-596810,-532904}
{788501,-897941}
{-326489,-329262}
{311337,820423}
{422218,652974}
{-552401,-241494}
{-315758,-801566}
{743539,-652299}
{894108,108233}
{869768,690239}
{-580710,-511579}
{-195121,930011}
{-91502,-724443}
{-307376,-539781}
{626385,-677785}
{-296564,228770}
{552285,-391779}
{-380176,655308}
{620017,-371431}
{17387,950977}
{921425,-789791}
{-678355,407433}
{707916,-711661}
{-452300,713651}
{-314434,463636}
{-705946,-173995}
{804329,659600}
{-883867,-449104}
{-841495,-71091}
{-86964,861588}
{600741,799360}
{550678,94624}
{655438,-596721}
{-714202,-205845}
{834641,-858746}
{-31519,560798}
{-65243,-911363}
{147411,947089}
{864697,838193}
{296457,317485}
{528076,-831778}
{-203420,-797807}
{-458565,793568}
{1401,-363098}
{23252,-737352}
{565909,-437315}
{-467887,-882980}
{245323,753237}
{-151669,-52674}
{-178134,-911650}
{544033,-645284}
{578081,130577}
{-319841,290496}
{589368,-871854}
{40317,-858597}
{992297,577538}
{-752346,17553}
{-36191,604179}
{-152919,644157}
{-813342,-850833}
{-679663,-574431}
{-906139,844785}
{-719617,-750595}
{-870713,-374377}
{995343,-590538}
{839633,-130257}
{999677,760552}
{586148,983200}
{-271212,-534840}
{3913,-642305}
{601505,-472441}
{-239530,132274}
{275747,-303405}
{954527,-144930}
{245076,285720}
{-35365,97033}
{345048,-520926}
{-529997,590991}
{-74628,640717}
{947249,-104528}
{532802,375373}
{878596,960031}
{-462784,954895}
{551668,-841725}
{720799,-245677}
{562879,-419295}
{-455597,-988664}
{-870003,-662839}
{-538125,-408632}
{-114014,-540391}
{651412,-111946}
{-102710,99795}
{-353320,592804}
{737638,72205}
{627609,633079}
{191059,937415}
{-371129,664403}
{-233208,-61940}
{255576,-606200}
{-164556,-700295}
{-606966,952574}
{342195,574837}
{-122646,-504414}
{-503834,561389}
{-787875,878605}
{-949085,461201}
{-151430,-81446}
{-810395,-352361}
{593338,798962}
{366712,942336}
{-581715,321562}
{-888578,997510}
{627242,-253033}
{853657,299485}
{300134,-839572}
{681171,564887}
{533866,-728541}
{-256146,-908435}
{-117625,-960408}
{-631447,-719654}
{352529,872013}
{-205420,729772}
{70928,653081}
{-316774,-545107}
{618814,269716}
{-463022,231320}
{926647,623850}
{-668144,-335280}
{-353189,745359}
{897289,619661}
{-599972,-757315}
{527707,767386}
{-94567,-539980}
{733752,656736}
{481528,255489}
{661088,-688844}
{-835060,128383}
{-946332,256063}
{539284,463049}
{834298,250509}
{-304536,-4953}
{-598789,-254184}
{497773,748487}
{-618942,-210135}
{390032,223348}
{-605061,-919666}
{11288,-248333}
{-650148,292950}
{-807831,-548470}
{-515091,523934}
{312326,-690223}
{-228251,422268}
{275874,991646}
{-162026,-62277}
{812524,537401}
{-327951,454354}
{-165253,579400}
{323976,-211706}
{894255,604569}
{-357784,259287}
{-709452,551591}
{-680742,44792}
{-442977,-992937}
{-931044,-943709}
{-968614,813639}
{-663442,447391}
{482771,198700}
{-115795,-992712}
{227419,-215224}
{195168,438425}
{360709,446071}
{-397151,-425047}
{-949888,695352}
{-819528,-208023}
{-750202,-179851}
{383209,-209743}
{-753863,555788}
{684983,105674}
{-944074,374442}
{460024,-262486}
{-593672,578738}
{656079,752496}
{-711983,272277}
{-141907,742819}
{425486,-363299}
{-811319,-193159}
{539218,652114}
{922589,964652}
{909436,-966459}
{-848650,-490294}
{688300,-174323}
{281589,-244476}
{734248,336043}
{-595248,856456}
{-133801,170705}
{-941668,609649}
{197245,935118}
{-850559,643525}
{224981,887565}
{253490,-213645}
{776814,88802}
{115888,543525}
{-453827,343078}
{886586,765097}
{-565832,685223}
{162624,-473748}
{665096,-894175}
{-530351,943322}
{694506,716225}
{-495881,-578583}
{-10978,-863701}
{-392886,-536893}
{884510,375107}
{-550864,953238}
{-247165,-171543}
{992231,121679}
{-183987,-15629}
{-134651,148074}
{-515872,598693}
{-196070,-385974}
{357701,-127713}
{-646935,161522}
{446863,-708615}
{-484929,644329}
{223695,348783}
{-772670,540976}
{-545630,-234298}
{-275253,-822281}
{-418353,-578518}
{67943,477887}
{-110104,990899}
{572294,782448}
{-332184,672836}
{665086,-430395}
{871979,952417}
{-803465,-817185}
{243189,805605}
{-691242,862938}
{506992,433378}
{7562,875276}
{865556,963100}
{280421,259856}
{576687,336629}
{-505468,-120468}
{-105015,96789}
{728063,-634601}
{332062,832841}
{802304,716369}
{-774726,235498}
{591462,-244544}
{707627,585299}
{290485,-480252}
{-150338,710256}
{55266,-150454}
{931335,-763951}
{-209909,438495}
{196787,-76779}
{-169348,-511896}
{457995,-608569}
{802961,143980}
{702860,868698}
{-754591,182453}
{520946,-456562}
{463723,-233989}
{87550,4256}
{-187590,170871}
{613346,-394065}
{423759,406603}
{-947779,403245}
{-812953,906795}
{50601,-583253}
{-776913,730332}
{-683510,158359}
{769240,-35184}
{-145670,-835891}
{522792,-696048}
{36294,172939}
{203490,-220143}
{-961590,323914}
{657638,-639964}
{-307333,-730746}
{-646053,-977659}
{-232177,361152}
{574542,225539}
{-193491,-497081}
{-515211,-206570}
{-39120,770800}
{103229,556404}
{209086,-524134}
{-571579,165361}
{833841,77224}
{-102211,-56217}
{738240,-729682}
{307521,-285748}
{985236,80397}
{467311,536026}
{-960950,-568535}
{598951,-373282}
{778908,878172}
{790268,-213820}
{-524686,-818957}
{916753,734347}
{-161253,508952}
{-970045,-341960}
{142136,-982021}
{681389,-210876}
{842808,859914}
{578935,680082}
{572734,972826}
{-122243,391474}
{-40415,-949059}
{-982403,459952}
{238511,421123}
{834273,-898695}
{758046,828655}
{-387840,-959100}
{-526274,450060}
{676096,969012}
{-778959,-245469}
{-764587,922899}
{184391,-959997}
{13019,732743}
{-135799,-626544}
{-588632,2712}
{-73066,-800422}
{-812805,465672}
{243002,-390124}
{-935061,-529186}
{694043,-175113}
{347874,996627}
{469252,-44310}
{-764312,-209789}
{-18293,105038}
{-816643,-459861}
{800350,-585733}
{681506,891860}
{122600,601111}
{-974829,509645}
{-257906,538964}
{637977,-378095}
{-795962,-524368}
{-53843,709248}
{352712,626602}
{446898,446765}
{-103934,-558472}
{-164112,-559842}
{140571,-962736}
{403056,-471818}
{-342464,848622}
{-17412,287499}
{889849,-441340}
{-469562,424743}
{972980,170757}
{88330,-596109}
{866404,44448}
{936674,986978}
{30950,193944}
{-430466,936986}
{432543,-694059}
{-303430,-994100}
{-620516,932001}
{932456,974747}
{123951,586818}
{-535461,858262}
{446392,133273}
{89147,234171}
{-967084,-460794}
{-565532,-65422}
{138249,931893}
{-562530,-388063}
{-444332,-784105}
{-585675,-583203}
{-731571,-427424}
{-823733,-860908}
{626825,-98328}
{-295093,-415402}
{-679672,-541046}
{290931,-965682}
{-940989,-752055}
{429151,-77228}
{-88731,18438}
{-203247,221780}
{719546,-540927}
{-2358,-3480}
{-859122,-961231}
{510634,-922315}
{-195196,-533783}
{46625,-303569}
{152662,566321}
{-719853,-704480}
{-145207,-9535}
{757234,-866595}
{-594541,-284906}
{-791735,112294}
{-400090,129777}
{257087,-619071}
{792353,284158}
{10490,507101}
{-271043,-340262}
{-566651,644631}
{71679,-303364}
{173757,368844}
{-61734,57560}
{-487466,-765571}
{-380522,-347521}
{556866,-583710}
{408257,-856186}
{167827,-654599}
{467353,-621420}
{892121,733456}
{-525883,-309676}
{-986147,330165}
{-161973,276181}
{50807,-65248}
{-302361,470971}
{-459249,-228194}
{120532,86210}
{876876,3506}
{-647681,453106}
{-425427,518995}
{-497956,824740}
{692065,44825}
{-848420,983114}
{-159866,-752770}
{616419,-330049}
{695645,-933052}
{165237,14151}
{-206426,-696565}
{365321,771644}
{929791,-51811}
{-850766,-604378}
{-801731,-328028}
{-714628,911444}
{991633,309096}
{749151,784534}
{374892,178458}
{520901,797599}
{-803571,-747400}
{-921334,183466}
{708926,659714}
{169570,-389323}
{-452651,873572}
{-21665,-194377}
{-657702,-655270}
{359937,-147792}
{-339277,336342}
{246969,-20673}
{549801,934946}
{288543,436072}
{-541187,-979994}
{486247,-996410}
{584206,-322550}
{141546,144648}
{-884034,259932}
{519297,-123896}
{-997992,343966}
{901610,546227}
{126680,-42648}
{-219091,756876}
{-727735,-265938}
{-105266,-350103}
{-410075,-157301}
{-927641,553967}
{858538,730666}
{714970,-239943}
{-321612,-973078}
{-358647,380998}
{-364877,474162}
{576021,977943}
{-471299,952466}
{934940,-361570}
{922865,-590624}
{-406126,-997984}
{668656,-305440}
{738013,-632183}
{851874,-573033}
{449109,-450989}
{204718,-874846}
{-428386,-970135}
{-847150,507584}
{-428323,18012}
{32126,642780}
{-46890,391527}
{-418306,-882157}
{-552535,824821}
{255100,-933910}
{454580,-553236}
{-983301,110503}
{-121884,-545600}
{-488967,442648}
{-500341,-990120}
{317235,-823060}
{-723921,-664021}
{-384545,181006}
{501974,-177853}
{832060,933897}
{935371,626454}
{704875,-997194}
{421776,-642361}
{-378088,645779}
{-150299,-118028}
{426230,892468}
{-588774,-450477}
{-395675,411775}
{900870,273883}
{-625830,329459}
{-295388,-305116}
{474239,330982}
{-779194,-677881}
{-785043,652127}
{-196167,-831648}
{523976,-441387}
{800151,-549089}
{541845,-473586}
{-887366,547707}
{-248095,-23140}
{-364698,751212}
{-826868,560556}
{542941,133375}
{635626,528761}
{327031,380256}
{993396,-743107}
{669542,-797864}
{-688002,-981926}
{-559024,-239438}
{654975,445924}
{-710697,-301830}
{-191060,-819098}
{426939,-423966}
{-90194,-338094}
{-976386,-195873}
{475460,-272584}
{-947934,-457373}
{-830516,837822}
{-519595,-924534}
{970243,-784245}
{-979984,336015}
{412283,-348414}
{328565,608554}
{759084,-357008}
{393160,828425}
{-754677,-320386}
{-805898,21925}
{25549,-210321}
{-51379,594210}
{-738945,-889330}
{-5409,871535}
{-379020,990010}
{-79923,-551355}
{-521678,-627371}
{635160,140715}
{-973965,184740}
{415871,-526005}
{-240073,740825}
{-913217,-46974}
{-877901,-101416}
{892416,-310923}
{43010,260169}
{-106088,-338878}
{270419,142395}
{339568,-359605}
{602234,862123}
{-231287,-844687}
{464580,-104010}
{117372,-808089}
{-353226,-357052}
{987641,57866}
{256547,981348}
{387161,-212755}
{478380,-23345}
{983975,855855}
{332633,-361049}
{374798,-647386}
{-755894,-224337}
{-737367,38591}
{-519463,627028}
{-397890,414519}
{914660,-104436}
{-824395,-902688}
{-957155,162530}
{-432873,-96974}
{332853,-450799}
{122013,-582632}
{-546327,66600}
{49441,338986}
{-955982,899735}
{-440712,974402}
{66157,248317}
{465346,724795}
{-185102,868418}
{183482,467091}
{-179208,192525}
{533309,711251}
{11931,788165}
{-931906,369008}
{-417996,-534091}
{-999616,681541}
{-952978,-10331}
{38007,903267}
{11113,964365}
{664301,552212}
{805099,-165874}
{-621442,253565}
{-189206,441280}
{83539,-410537}
{-709778,728474}
{416791,483500}
{-764531,9325}
{641979,-142063}
{420414,702581}
{879819,-118292}
{-780801,813345}
{-200892,937856}
{-163250,-695454}
{-816569,563443}
{-145316,-565430}
{171305,752872}
{-52428,670573}
{930097,38271}
{866937,-130735}
{-593997,15497}
{253418,374286}
{408403,-206585}
{-547497,-859514}
{-516506,829020}
{586336,19680}
{325456,264328}
{946567,297220}
{982153,-816310}
{60666,-861056}
{683823,541288}
{-358154,-950121}
{-531685,-962094}
{834231,-152951}
{-76724,389078}
{-330841,563853}
{-36014,-585563}
{126256,-84249}
{514259,-41398}
{544837,-265572}
{326157,-713041}
{246437,838573}
{-320270,864951}
{950949,-1103}
{845965,602143}
{33284,300799}
{-348928,456954}
{-889214,7285}
{-987190,-894257}
{-623318,75287}
{478980,113198}
{-887542,-935390}
{219467,-742726}
{779424,-837293}
{-904221,540616}
{-53771,-527304}
{-786728,-793088}
{672889,-872132}
{327112,100295}
{-136631,466659}
{-128716,608850}
{-252908,36490}
{-258888,987561}
{643508,390620}
{454924,877279}
{570581,-798181}
{771739,-112346}
{-971160,782968}
{-306888,8014}
{874958,272422}
{658611,-483505}
{293346,769352}
{576331,-394582}
{433038,-563104}
{-128236,-150145}
{-291454,717771}
{-361928,195137}
{807290,407731}
{-727543,-805017}
{-283859,806158}
{257996,525600}
{949000,451309}
{801154,-695131}
{-571566,-209449}
{-657187,-207379}
{872147,967375}
{-543344,-176075}
{-383757,-724391}
{-219970,888285}
{-375693,764705}
{459548,269454}
{-872737,-483107}
{-401989,31397}
{824095,-910823}
{808161,-713140}
{587630,-870669}
{-206020,495069}
{-98547,-277059}
{238108,-107707}
{62414,-677767}
{281300,775538}
{-263434,-991333}
{-810258,782012}
{-660502,242486}
{930133,485234}
{-34327,-105273}
{345804,901780}
{-322295,428120}
{-844208,-745989}
{-927018,-179236}
{-960294,172160}
{-650926,524316}
{189201,-128237}
{808841,14463}
{-483491,-118360}
{532787,-446379}
{268638,-3135}
{-929690,488428}
{180617,-29276}
{-593734,931101}
{81640,524963}
{329848,-82123}
{-974168,-656123}
{265464,-402447}
{-813369,-285255}
{-106452,-151539}
{952770,637112}
{-771407,366437}
{-146049,-780527}
{-949325,807735}
{-100133,467444}
{84858,-936698}
{-793973,159784}
{-514134,-705994}
{529138,50405}
{-911318,190591}
{826742,51763}
{-870767,-736557}
{841855,-854996}
{-592392,824939}
{-532144,286789}
{814546,-550180}
{854388,-162727}
{-17427,860071}
{361435,-175734}
{289830,721601}
{-634791,58396}
{405288,132046}
{905057,-20708}
{-930118,-581785}
{-689972,105708}
{-134829,-588568}
{-396111,-246964}
{195091,-817626}
{582160,-575564}
{314856,-961878}
