{898669,-975226}
{651020,15935}
{-402107,712384}
{534363,965067}
{115807,-280819}
{96302,-290137}
{812298,654857}
{-55032,234878}
{357644,-522522}
{514288,-71600}
{676897,46017}
{825633,-583220}
{-316412,-737399}
{120408,813556}
{-228476,-742355}
{-751417,-387165}
{-487654,154723}
{-966644,436835}
{47306,373299}
{12434,332878}
{339057,260060}
{-97812,-429171}
{-60526,-646795}
{185756,958002}
{-943646,712351}
{-857549,-590829}
{-150537,296293}
{957646,10317}
{-217947,-793168}
{862492,-679046}
{-912363,253459}
{-878299,-808527}
{361184,287732}
{188562,-160586}
{-879687,20569}
{-604550,-652535}
{819763,-175255}
{-186539,-605271}
{-698641,752518}
{-625689,-435883}
{600421,-724105}
{-120674,646581}
{378568,356192}
{698037,324115}
{-491427,-718553}
{872171,813866}
{-738052,184750}
{645927,350612}
{-344247,553829}
{996406,-983781}
{386058,-876592}
{385698,-120393}
{737075,73590}
{199767,-698557}
{490838,301558}
{22438,420110}
{282385,868605}
{692847,-690764}
{710857,-681499}
{-805060,-492180}
{-196335,669879}
{-490225,-852421}
{770241,-636327}
{843149,-196362}
{67374,-922824}
{435851,-357626}
{699441,-280261}
{-396515,-565134}
{-856711,-507452}
{121947,-846498}
{-32351,721866}
{576261,-38031}
{-983195,922356}
{-92941,602751}
{-874605,333881}
{173952,900968}
{652527,-414597}
{286792,185160}
{-299417,231641}
{825254,37812}
{749027,264491}
{-795648,-189849}
{787253,-978370}
{459744,28866}
{-287756,405243}
{260056,-930690}
{15928,-953651}
{-469002,686628}
{-507128,-96995}
{855359,-491526}
{-847574,-640816}
{867732,419587}
{150144,-767035}
{-933732,-488172}
{-897054,-827840}
{470283,102582}
{-502584,-798686}
{-4921,-37553}
{278606,678311}
{-385049,820325}
{959726,982392}
{-322081,880116}
{-430885,103688}
{740922,878580}
{-924349,-638448}
{485976,-818764}
{391368,429419}
{631971,348609}
{-874101,-3652}
{-320063,452315}
{110223,-652117}
{-280774,613150}
{-726460,-689890}
{-964597,-14017}
{42726,-687880}
{211679,-784892}
{-404487,-318960}
{-709312,993999}
{845779,189178}
{-732309,-368673}
{90924,708203}
{604215,-966984}
{-684156,840137}
{728350,-18612}
{-969071,-894387}
{145847,16415}
{-571498,-155176}
{-44921,-799573}
{-619410,228365}
{748495,-389064}
{-368711,-365483}
{409727,266897}
{758668,575679}
{-568167,414639}
{-316187,-480469}
{130662,15453}
{824816,492196}
{-957667,-42959}
{665959,-460438}
{-311038,454482}
{-407117,-492719}
{-140754,-151946}
{995672,-855049}
{-949455,394904}
{-632819,-384580}
{-323858,-953863}
{-354481,65501}
{178633,253723}
{-105642,79532}
{-653799,-221836}
{382392,-331301}
{465885,624616}
{-650304,726189}
{-473734,482477}
{-649849,-12233}
{-623460,932731}
{-12398,-975498}
{-280739,871166}
{-311217,513476}
{447171,394305}
{-184286,590136}
{-356042,4734}
{-139090,352871}
{801423,-491651}
{334862,517017}
{-701481,-315730}
{590648,-308298}
{-4297,-653794}
{378595,-883603}
{-835042,740528}
{942303,255181}
{-415999,-76045}
{-250979,-403461}
{-499743,483656}
{66897,-646709}
{-50056,296776}
{62931,681788}
{105713,-390604}
{-552714,828740}
{-911118,756573}
{-534845,633056}
{916225,-643477}
{464164,-91314}
{-627687,-979871}
{605468,107090}
{-120972,796196}
{-180478,-160898}
{85217,290691}
{-114503,173148}
{-595956,532348}
{-143809,-611339}
{530252,-980614}
{289866,365399}
{140896,-603024}
{342027,968469}
{718391,565805}
{738404,-382121}
{111076,431478}
{575130,-63380}
{-671025,759600}
{-687196,371729}
{842092,-186465}
{-257173,-129862}
{451091,326957}
{990119,-560852}
{660547,-874580}
{-553647,859558}
{-18952,-185562}
{262655,52739}
{50542,807366}
{-431136,-801778}
{-669894,-590220}
{874813,-761207}
{143402,289534}
{-129244,-440219}
{286748,854345}
{-701571,172649}
{183287,-578327}
{-435742,496650}
{-64338,-765648}
{274941,-511508}
{-718139,152390}
{-468633,-995580}
{736890,-823283}
{-312506,227572}
{-494446,110217}
{-741502,-554323}
{249235,-263489}
{-883824,-461018}
{-94538,-967845}
{-724517,-837051}
{368846,-936865}
{-693264,177145}
{488835,-154896}
{449728,-554676}
{547689,223139}
{111661,-70473}
{-816065,-806369}
{-38740,520486}
{340750,-88938}
{140286,-258723}
{590445,896456}
{-159837,739135}
{787796,176036}
{683430,-142654}
{803328,558574}
{-110940,-249654}
{54908,-4203}
{-641674,-342814}
{713545,-790790}
{-208900,99406}
{-529197,933151}
{-521952,-230619}
{24826,-685847}
{868252,-587457}
{792592,636854}
{-410085,666384}
{-737438,515510}
{-24096,980033}
{408857,-284419}
{-507487,774588}
{-304231,668080}
{-914434,614143}
{402694,-141290}
{-749164,-454907}
{-301845,-988438}
{-103831,-397735}
{-400151,-961998}
{715692,958451}
{715519,-229405}
{-437564,-855477}
{613043,-171536}
{-841439,-404306}
{115359,506224}
{-879712,-731879}
{-623112,-224499}
{-948961,395725}
{846478,-812930}
{-468677,161298}
{183671,-999426}
{477776,205392}
{314974,-330825}
{-652574,-30046}
{-275079,-132987}
{474494,-407017}
{672342,642012}
{925352,259738}
{-654643,171131}
{-181393,762553}
{125137,728052}
{-674581,-53395}
{531143,692198}
{-752095,-882108}
{356159,-83954}
{-845929,-909033}
{639854,188488}
{-493685,836114}
{44418,915033}
{-359262,-187157}
{-191809,933041}
{-497068,886840}
{857767,-134737}
{-351485,-759764}
{-160931,331085}
{899294,-791938}
{-768363,181210}
{193896,-536529}
{766222,-366608}
{803217,116516}
{-261240,-401676}
{332022,641062}
{-109691,-184568}
{-176345,-471196}
{720474,-109331}
{57771,855575}
{-152427,605782}
{512629,-653625}
{10550,423592}
{216740,872526}
{73799,-372415}
{70598,231851}
{-533015,-742441}
{505541,414779}
{-338697,-132111}
{-779857,662193}
{359536,651480}
{-187436,939706}
{-618097,29879}
{-674230,-998267}
{121411,-798031}
{375721,803420}
{270368,-84242}
{758265,-359131}
{-350718,-731075}
{53114,-317889}
{982901,878406}
{-646498,-864375}
{-654378,-913361}
{912213,263015}
{-207808,269804}
{612191,-120872}
{-639546,-19561}
{-41227,882371}
{722219,199757}
{674447,655125}
{-282035,877422}
{840764,413827}
{-524692,51644}
{312566,-618290}
{61462,681770}
{-12301,645317}
{-361916,140234}
{946205,883687}
{-919344,940988}
{-938544,-845678}
{556945,118617}
{-106837,-858621}
{-411757,-270989}
{623030,714076}
{798378,539808}
{686669,9821}
{-184601,-884618}
{342621,104879}
{-664616,-806075}
{-997402,458252}
{-205085,-870216}
{682545,850060}
{475601,-262503}
{-813361,286780}
{741632,-158105}
{-938692,-502318}
{-4979,411759}
{-491587,448538}
{-636250,-561786}
{-421545,355215}
{320211,-577914}
{-890043,168531}
{554590,-752926}
{626619,-133588}
{-600636,670978}
{452357,307394}
{-956769,-962900}
{-318023,312457}
{-935832,-808804}
{273563,13046}
{340970,-358434}
{-58214,636186}
{74367,-751073}
{945178,652330}
{964645,798759}
{-451842,476399}
{520086,-769046}
{299535,-658802}
{66562,-645093}
{546256,783627}
{625440,702846}
{-630164,991063}
{488903,432973}
{-938037,365416}
{713073,-770271}
{435052,-690112}
{483306,-626392}
{653481,-205683}
{-981717,-368037}
{-782203,-243687}
{667420,248848}
{104531,-582078}
{-267225,867211}
{818420,-722391}
{-929526,-849787}
{-795800,898926}
{482497,426394}
{-144561,54303}
{865241,-935937}
{-917415,-824374}
{388861,-405416}
{767407,546005}
{-513588,-316937}
{488259,123901}
{-1324,235454}
{-738876,476366}
{-592908,92386}
{448815,-731961}
{-126843,-600455}
{-820681,-628181}
{60749,162154}
{197979,-519763}
{354850,382188}
{563473,216340}
{307854,703701}
{743985,631344}
{-128535,-283577}
{896757,801984}
{-375375,506513}
{768693,-809657}
{818491,-735767}
{568898,56842}
{-260832,-151920}
{-751703,394145}
{52060,-866453}
{107979,424821}
{151074,-93706}
{994608,80308}
{95208,713560}
{-768182,-540858}
{567944,-70829}
{513041,236882}
{661196,550917}
{-290271,-771028}
{-425571,398110}
{286596,-270275}
{812993,564410}
{791236,-647186}
{-835045,-715824}
{-738488,-950187}
{574541,687357}
{476841,-824656}
{-360117,-878090}
{-219683,547017}
{169198,-132348}
{-253692,-356612}
{53047,-473822}
{-62141,-709718}
{925111,538492}
{892458,859863}
{104411,-936287}
{-923315,-875269}
{-113228,89946}
{-342649,-974157}
{-555993,-705731}
{-390485,-291814}
{-849523,754547}
{-711952,-550053}
{-907859,-177456}
{488141,-960685}
{-615840,486788}
{15688,-391184}
{-427422,-708315}
{549362,-652003}
{348934,-177863}
{-576456,-432747}
{-732754,833986}
{-699928,340762}
{-845301,-311255}
{-325493,-951170}
{836352,-89322}
{178111,821597}
{-703372,-143429}
{245874,282640}
{-704879,-718021}
{429795,-757573}
{-404832,-173083}
{808265,520239}
{-820735,-67328}
{-906384,-562890}
{-406884,408081}
{800995,-149885}
{844346,-947679}
{-445188,104734}
{811077,617344}
{439069,300955}
{-265643,295649}
{294208,-300281}
{601857,872350}
{917583,-945723}
{408641,73066}
{-117150,-222348}
{974119,584566}
{977274,-709990}
{-290804,451942}
{-901177,-286103}
{-979084,-424383}
{699188,695592}
{-782006,-961657}
{464959,-345882}
{542195,407762}
{-334468,-799384}
{-641890,-210283}
{40546,-564598}
{-691839,-953295}
{-877586,-17353}
{454544,-77245}
{-200013,395578}
{-872075,298675}
{-439591,868814}
{386383,143046}
{-612482,-483559}
{215124,732345}
{-122738,789299}
{765707,-15283}
{326670,-226426}
{-251200,-442286}
{141660,-290771}
{-908695,991972}
{178461,-862496}
{467882,-523294}
{863038,204901}
{697636,-631462}
{668045,-741550}
{901490,-610035}
{13433,126690}
{-371623,-998804}
{631191,462168}
{-974639,-208192}
{335053,503419}
{151776,575494}
{-511269,-257564}
{537878,-11405}
{805405,28938}
{775257,-245610}
{-407539,-542519}
{730239,-256853}
{200802,-616479}
{932152,209398}
{-546016,893177}
{371561,190703}
{-561177,390991}
{-765882,298379}
{381377,592598}
{-628608,-176906}
{646721,-700489}
{-503858,540792}
{-895349,-170765}
{375549,-480873}
{-99609,-310158}
{545463,557412}
{486434,-38455}
{-36458,462952}
{-527247,780551}
{-591826,599477}
{310810,791083}
{-650210,-141584}
{180818,-615311}
{-97277,-171621}
{-359730,-217253}
{-462437,116365}
{-362144,57786}
{-255258,-959644}
{946005,-770926}
{59681,-864533}
{-401250,-485280}
{-689564,119238}
{-422476,-482480}
{535195,911596}
{532761,-369807}
{-145144,872586}
{598677,-205861}
{74520,417356}
{587236,-11296}
{-115035,363092}
{985525,940924}
{-481417,936557}
{-340399,802196}
{-154314,95190}
{355290,-448347}
{-889946,942580}
{-805338,790980}
{84410,976384}
{-518144,590654}
{-288324,-13737}
{-870573,-632766}
{46211,-814876}
{-547508,-349811}
{647425,951633}
{246265,-410134}
{415184,919110}
{822324,969887}
{73971,776371}
{836555,487930}
{-137092,802766}
{84527,159051}
{481965,-221713}
{890296,95904}
{55363,-757306}
{561775,506835}
{747814,98790}
{210840,-504132}
{-926525,69531}
{496473,-780003}
{376266,225167}
{-189061,572040}
{336085,640611}
{93535,-52106}
{-949150,-462715}
{-293114,-544922}
{-310742,267690}
{-880035,785653}
{604907,-522861}
{-850391,-556891}
{979744,-121335}
{863447,-951626}
{-361336,-9585}
{-418185,-911088}
{-205958,536142}
{263469,-342293}
{-369613,-699342}
{-997054,443478}
{-453734,568575}
{-256753,166776}
{453040,-828038}
{-767867,-118652}
{436402,-59817}
{13587,605245}
{-304264,640202}
{79317,-278114}
{-166992,368732}
{885390,-597333}
{748868,-246653}
{-164495,490558}
{57098,-337766}
{989486,490884}
{-284595,595066}
{-251764,415463}
{756869,-879502}
{-356701,-17685}
{-902205,140801}
{-148143,-223094}
{-218734,794426}
{540869,-501968}
{-453394,-226374}
{525712,160913}
{463031,-443337}
{-35748,443800}
{-243861,560150}
{-734461,115745}
{862603,-679913}
{-232479,265933}
{315912,-909530}
{652644,642704}
{629357,-972407}
{-65563,640056}
{37806,-738427}
{983449,-243960}
{801342,-286520}
{-142751,756692}
{81759,818788}
{773663,-405576}
{-584531,105123}
{312688,996517}
{463884,-159760}
{626114,330382}
{846093,-16773}
{206354,-966007}
{476685,-578015}
{-801784,171866}
{880073,73407}
{-59168,580253}
{841866,-7383}
{-662233,450933}
{-473168,15667}
{-759671,-523134}
{321966,5202}
{603238,-547063}
{491057,-194569}
{727392,591777}
{514835,74236}
{936926,-203891}
{29874,645114}
{756732,-544400}
{306394,-239446}
{245170,-911442}
{-443977,-286452}
{399332,740626}
{477388,609734}
{377030,-379905}
{70183,-714949}
{-230264,461110}
{808951,-964790}
{-524063,-308847}
{-982241,139408}
{-992027,-814240}
{-250394,439226}
{-274597,-552827}
{-881149,-208693}
{45624,-166570}
{-888859,945695}
{7589,-899461}
{-368339,408402}
{955902,385277}
{-683613,352218}
{-680634,821490}
{691320,673195}
{-218486,628518}
{489624,-557265}
{-347252,-42542}
{14093,-112954}
{710584,694789}
{841234,870906}
{470551,-602149}
{-241078,417314}
{-152107,-122406}
{138542,-175944}
{-654897,238383}
{669430,157484}
{-368067,-292708}
{417779,768167}
{374509,568699}
{-164158,-112149}
{68842,476496}
{-432726,730177}
{870926,793612}
{838396,-957367}
{321867,971263}
{-932189,-146474}
{628244,440783}
{738185,145665}
{-824486,51410}
{-793101,381833}
{268646,-759880}
{163538,-350504}
{4320,-262050}
{579694,761705}
{-160697,518838}
{792418,-224408}
{-323664,-911114}
{575906,-336289}
{986891,988593}
{331915,-154334}
{-179361,791243}
{861908,966993}
{-755434,439986}
{-187333,683253}
{-977212,664760}
{-405813,-953168}
{97218,-580131}
{-799356,-283867}
{187848,737772}
{-628056,-590860}
{-227594,968339}
{-732238,-962923}
{-245957,818065}
{-628731,-81472}
{-231491,-192080}
{-914568,-528062}
{588055,-670670}
{7597,-636598}
{329373,205616}
{-775027,808060}
{314719,-709753}
{-434355,-706398}
{-971327,733691}
{892925,506808}
{46085,-734089}
{476006,-325872}
{-494122,385490}
{218525,-808632}
{856672,995195}
{346607,993871}
{118569,722327}
{-989314,529473}
{-962111,126080}
{-152747,-243496}
{501940,-916018}
{-859534,290708}
{-798531,-525731}
{505994,981571}
{-247162,-673056}
{-488529,308872}
{503089,-407256}
{-405404,302705}
{316736,-183306}
{498870,892474}
{-278416,961038}
{974805,-445972}
{-165003,-495440}
{-358555,-622672}
{757764,-517479}
{-717678,626009}
{-75906,-210682}
{-283329,-390676}
{76858,-864655}
{812821,-792128}
{466653,149856}
{610378,-686851}
{-839454,86806}
{61512,110043}
{522130,-749194}
{979379,-404203}
{-10082,626398}
{616483,-319227}
{-743091,908343}
{278609,758609}
{836522,-675193}
{76729,553952}
{142959,922818}
{961514,178574}
{-632877,794500}
{-260496,850995}
{101308,-875555}
{391529,-16478}
{-516578,-644584}
{513905,710666}
{-20179,-779201}
{479002,471788}
{-799746,-398238}
{417012,-582327}
{8569,935236}
{-129044,-146648}
{161883,-275927}
{508266,332651}
{138574,547137}
{588126,-766455}
{840711,485111}
{-413924,813042}
{-43819,-859592}
{699991,-855484}
{834471,-537662}
{-636503,-908181}
{19163,911153}
{-511240,32159}
{-879298,-128172}
{-584709,752715}
{689490,-838390}
{-655544,-769854}
{862282,869750}
{-733326,-792361}
{270245,-878279}
{-936619,-651935}
{-946208,-627637}
{239819,-196442}
{-29655,-837289}
{284202,212212}
{470155,-682267}
{378390,474469}
{215139,948620}
{-781685,486172}
{-899160,295807}
{-531159,-586786}
{-82579,801513}
{586714,31764}
{-614186,-778849}
{-707158,-678210}
{124564,-629552}
{-264381,-671139}
{-266532,-339517}
{-496194,-395504}
{-387376,464053}
{-729241,-67957}
{728349,891500}
{618622,913302}
{233536,-167933}
{-177076,-216955}
{324517,-759799}
{1274,-917983}
{870819,918238}
{396353,-980484}
{833000,597206}
{478691,231806}
{-571860,-247143}
{-757312,192544}
{-539070,-458038}
{144643,484492}
{-795055,652519}
{388924,353107}
{23484,710544}
{-979320,732901}
{-342090,818615}
{962642,736728}
{499,560554}
{89285,-197603}
{447774,112746}
{1623,577121}
{-934666,564281}
{748514,-502163}
{314224,-227003}
{368934,-297075}
{-676996,-551575}
{-939673,-687620}
{117798,261143}
{-266218,-181527}
{644427,-151868}
{-79988,2043}
{493308,-189576}
{229777,-268674}
{862779,-228552}
{-87925,-708396}
{235036,-362144}
{326301,-257636}
{-807979,-400668}
{-582035,800678}
{-187256,493082}
{476904,879305}
{100503,179131}
{61026,-912652}
{-894065,834315}
{336965,-228092}
{-19954,69908}
{-586970,232829}
{-860839,-228258}
{6166,714423}
{733918,813598}
{299580,609505}
{38042,-932509}
{-572769,-75449}
{344859,750211}
{-534443,-224554}
{745951,251523}
{78873,377286}
{-377999,644733}
{-954132,-389722}
{253554,-404181}
{519831,456046}
{143487,315018}
{226295,591712}
{29382,-242862}
{-327680,476544}
{-329531,901758}
{894013,-312836}
{132210,10888}
{-715146,-35229}
{191690,55063}
{926818,-427230}
{-8508,-101453}
{-327238,-560368}
{-217772,-977432}
{-753605,296350}
{-525783,-56354}
{-292672,-136560}
{478830,939346}
{-875397,880347}
{-592165,738594}
{78296,-94672}
{761086,-444852}
{399369,919005}
{566940,-684579}
{585443,862473}
{49761,-988420}
{-723892,-327563}
{887566,-235459}
{-365117,298929}
{-439233,677892}
{-521982,282252}
{-90755,467032}
{824970,258969}
{-168321,-836888}
{-153154,-726768}
{230606,-525080}
{-329357,758925}
{604790,-644191}
{-552212,734193}
{-930274,-356163}
{-567728,-666972}
{-381021,146760}
{-668310,93393}
{-872754,-50137}
{479481,7700}
{282877,729542}
{615333,996556}
{-183457,337847}
{486350,5732}
{27178,438544}
{63019,-631403}
{-187409,-174882}
{-527601,751161}
{352973,-682566}
{462935,550911}
{-68837,-916077}
{-412076,459557}
{629800,653242}
{-467037,-665590}
{-3183,-321336}
{-23054,378261}
{-590197,-899832}
{-258446,-218022}
{-857999,-400971}
{-92906,227828}
{795628,-934024}
{-202713,435610}
{440085,773680}
{384940,394665}
{212767,546767}
{782237,-798498}
{-417387,428810}
{-578495,232998}
{574707,-155287}
{285134,20314}
{903342,-225357}
{464435,-781918}
{-951518,-666915}
{93473,-373990}
{183379,539653}
{-14935,172996}
{-458172,-404060}
{956179,-505524}
{-736869,184800}
{869403,878505}
{813901,554675}
{-529331,936735}
{286962,-30083}
{-286037,-410039}
{568361,-524514}
{238473,421058}
{-279418,-176644}
{-91074,488240}
{-637568,330848}
{527077,435107}
{-780969,634436}
{186768,-848214}
{858573,798168}
{921265,109386}
{862082,386502}
{-378179,895129}
{-954656,219643}
{530558,-332770}
{-638440,415531}
{11679,-98836}
{154971,522796}
{-671727,-313917}
{436713,523962}
{93660,-349137}
{-163567,-567046}
{742030,524151}
{-867021,-724178}
{721925,304450}
{-275516,508631}
{459428,999551}
{-41466,-229531}
{-461102,-220440}
{665948,837294}
{205801,306946}
{819625,-988521}
{891137,-973944}
{638715,632394}
{823622,512783}
{-673956,37212}
{-839482,-278226}
{-563637,950406}
{-995463,879259}
{325474,912134}
{-716247,-901762}
{-887151,971604}
{-203098,612858}
{263700,-49109}
{944721,645610}
{-961354,-314794}
{-890365,-327400}
{617329,-950948}
{-162610,-688537}
{423863,-797532}
{181525,-22513}
{97458,585406}
{917458,587535}
{382528,-391125}
{-133380,7230}
{-995058,84284}
{366385,725928}
{-469960,935708}
{970847,133709}
{-66841,-628983}
{505628,418608}
{-118846,679547}
{-565256,-521436}
{-681954,-717981}
{-415540,-357085}
{-4365,573983}
{288011,-43516}
{-982305,376150}
{889017,376087}
{-122989,-297088}
{-260910,-767058}
{-461243,-509701}
{965946,-762282}
{-196576,-945524}
{80955,-357939}
{180038,-69691}
{565845,-632415}
{538411,-895578}
{785026,-260684}
{666174,-641550}
{-155670,602430}
{-777095,355333}
{55492,958308}
{-484359,341583}
{-992277,-776036}
{-940500,848508}
{852749,490293}
{398077,188039}
{54173,-424493}
{-375421,726316}
{11597,-703442}
{-712622,-583159}
{56021,-754085}
{549308,240545}
{-230283,476476}
{899681,-219106}
{-491983,-822121}
{-941925,-335316}
{-233059,486478}
{-120781,-687578}
{-465830,691823}
{599753,-972692}
{181705,-495395}
{632182,-553739}
{876599,547067}
{-442794,290545}
{-958141,-658534}
{883658,774224}
{343272,-883125}
{-398413,-810059}
{-304983,-180003}
{538453,616828}
{146599,-752075}
{-564777,783747}
{856641,-120338}
{825390,89785}
{-879107,630185}
{828727,-894637}
{264196,626373}
{845381,-254700}
{925594,581374}
{-86392,531787}
{844399,-683330}
{-583685,356949}
{-264525,258810}
{464376,263959}
{-746586,568221}
{652031,102446}
{-348194,104994}
{-85938,896118}
{325905,118623}
{871062,-890881}
{-499705,-747337}
{303136,-729652}
{-901628,-160188}
{639292,168282}
{983453,940571}
{-428556,-36725}
{-934635,-182550}
{-149420,-941283}
{223120,-650204}
{699915,-612977}
{-196227,-192200}
{-72797,-341504}
{152257,162638}
{637262,-853774}
{354712,-377592}
{-628253,190255}
{-44491,933127}
{-220314,382948}
{-837768,770561}
{972629,485314}
{-912639,-224197}
{-847316,640296}
{151292,743158}
{373760,-186415}
{-773872,681158}
{184145,-929227}
{676252,932478}
{-330351,810764}
{65744,311389}
{149930,152086}
{-488072,-636266}
{347156,317083}
{979222,152211}
{-99344,-185279}
{-818224,-461474}
{-54047,-910064}
{-825697,69850}
{-173137,313848}
{635679,560041}
{-809793,622361}
{393863,-470880}
{893010,787302}
{810915,378307}
{39511,-503253}
{-509822,-359334}
{-313538,-381168}
{-178793,969051}
{336831,-814599}
{-402982,-260899}
{-978637,-44223}
{815475,-173012}
{-229399,238692}
{767867,459179}
{-308206,-67619}
{-818554,994085}
{665080,-923077}
{-612661,-882553}
{-750675,899348}
{867805,-421134}
{267123,-873423}
{-776352,-671892}
{209947,608556}
{-294680,220884}
{-929823,546321}
{-846436,-170779}
{-874148,-681759}
{-660986,876154}
{-281219,97}
{-119176,697627}
{-411501,394624}
{-427322,702940}
{-277968,-936627}
{-196632,240014}
{696032,849730}
{-543165,-285127}
{993958,-437453}
{957214,479257}
{959762,630394}
{7887,262727}
{101092,-447259}
{825259,924002}
{646044,878308}
{536612,50591}
{-967159,-162202}
{660123,-848585}
{-33838,6967}
{-849310,846082}
{987548,-285124}
{17611,-852596}
{19854,-371363}
{-412837,605534}
{-946998,-859865}
{446194,-227004}
{-224425,40258}
{540665,542635}
{-216678,-378017}
{-73882,-416443}
{480015,-650202}
{728261,-791346}
{-541972,-282378}
{-878159,-986698}
{-780352,-694818}
{-950294,-404728}
{-102210,438259}
{50356,-269829}
{161008,-423222}
{212765,601525}
{-384276,261402}
{-430283,883518}
{312054,87150}
{334286,947819}
{-311621,-612589}
{-759279,410847}
{-357946,846554}
{-85634,362447}
{-850481,769344}
{-908948,528398}
{749695,-1847}
{-625925,-557476}
{372742,-818023}
{89480,570807}
{581438,55137}
{383938,655482}
{559933,-552182}
{-596186,-208380}
{-214626,466861}
{196892,-815095}
{712901,-220153}
{-380486,-805306}
{245319,-147494}
{-796527,-900675}
{746302,-343838}
{570434,-725367}
{-799444,662609}
{253563,-602968}
{147819,324342}
{-132580,527227}
{508590,-525656}
{514697,180074}
{-916186,121984}
{-113128,790179}
{76577,-464406}
{-485989,333602}
{408995,199112}
{306092,956474}
{956560,638298}
{945458,250753}
{-860784,-866762}
{-257087,-923483}
{-665225,-700804}
{455263,-822022}
{729350,961331}
{784472,887122}
{436931,212286}
{380790,281030}
{-872776,-252483}
{841730,-500526}
{563855,-695168}
{272735,-438873}
{538322,-556025}
{-836507,-582324}
{-524064,-692825}
{294648,183425}
{640146,815786}
{-130373,-25829}
{36140,268843}
{-238185,-829459}
{-626419,136299}
{865629,-773361}
{-550233,813045}
{958541,-49303}
{950877,-117560}
{218398,-812477}
{382885,81913}
{-307535,434576}
{-815355,952377}
{-326497,107673}
{228922,758610}
{-954186,-823147}
{191500,504812}
{-602596,-182936}
{435607,125050}
{694722,-714095}
{-649001,228058}
{910709,370727}
{-293448,-364091}
{-455748,671195}
{-646444,94144}
{-530294,-753021}
{60430,-227542}
{474696,-302226}
{126608,-136192}
{903015,213945}
{673254,481094}
{283772,813248}
{846795,-697756}
{-702973,-861489}
{847346,-555553}
{549167,482736}
{425062,750090}
{-162846,80036}
{-579069,-483601}
{231918,311557}
{-241240,492800}
{460088,-744614}
{961819,-184973}
{194943,223759}
{323636,503579}
{974883,-841083}
{663245,-935292}
{-658531,-10874}
{-256160,362482}
{-894962,579180}
{-444260,404764}
{950361,296207}
{639370,-278979}
{383401,686703}
{481743,978808}
{387342,-77043}
{530355,396749}
{65120,-319095}
{-258580,667084}
{389380,1436}
{281576,-161501}
{-437475,748622}
{988698,577992}
{754110,56539}
{613060,-746780}
{466215,-224560}
{826733,-970735}
{-373433,763363}
{289585,838487}
{810067,-164777}
{-351536,-211801}
{-916304,908609}
{-758628,-244542}
{-239763,-986637}
{879245,319607}
{-966540,-426187}
{-44832,-501684}
{888780,-172161}
{-927730,-864460}
{170801,-891895}
{946957,191270}
{-124038,-808713}
{-653776,774461}
{729789,394939}
{502319,-666518}
{600082,149913}
{259639,-890343}
{305940,-396868}
{-437174,-995114}
{-766044,-82994}
{932147,-77133}
{-576601,473555}
{-405693,-988518}
{497251,-52085}
{671302,705830}
{761664,267137}
{-209335,-278549}
{-584577,432197}
{218998,-215656}
{499901,393018}
{-866283,-948368}
{-38464,638922}
{-979879,-205507}
{-484449,458879}
{-253395,187662}
{617471,-391693}
{129189,669066}
{-333559,-90182}
{480617,-81873}
{-76000,-747347}
{-621045,-315921}
{425498,-799278}
{-30727,-553863}
{125298,3165}
{71404,-920578}
{-771314,123303}
{567809,-289511}
{962970,218187}
{989711,208007}
{827408,-131100}
{-31223,506332}
{149018,929509}
{218726,143884}
{-897845,-760470}
{509362,-146460}
{605337,-574846}
{-935755,-47254}
{308637,139795}
{-418817,-14880}
{-192622,-306757}
{831474,919888}
{-754828,231969}
{-767336,-773520}
{-298576,523218}
{168217,-515992}
{785826,-335213}
{820414,-290977}
{-331481,-461383}
{-85373,929272}
{98626,-659889}
{-95169,794133}
{-818773,628075}
{406322,-982343}
{318353,433789}
{-704647,188800}
{-359498,-754582}
{-549954,-322071}
{882093,-70040}
{-452366,-371006}
{-700023,-258127}
{180146,335491}
{595023,-674264}
{-12544,-891297}
{-550247,-853912}
{848230,-304278}
{194940,-226083}
{-756992,-436944}
{114670,-600358}
{-972540,-830315}
{-742127,422731}
{404641,-163711}
{478404,573587}
{-712105,575455}
{-770684,72850}
{917128,540187}
{723366,363612}
{-594892,300466}
{217004,-610188}
{-555723,95032}
{-310021,-879260}
{583483,-447669}
{-774752,-437339}
{-67313,-279174}
{-636570,5082}
{873712,605479}
{547245,749360}
{-26564,-655594}
{68508,877210}
{-508067,-43156}
{882398,-11696}
{495021,258888}
{970656,400051}
{606518,972082}
{-258196,-293730}
{-602831,-139845}
{484177,-841831}
{-378932,312060}
{-402481,248038}
{133126,-547592}
{807896,985148}
{-471672,605175}
{-678670,-533128}
{-366728,471340}
{727026,-880147}
{-235155,-885787}
{515963,-572137}
{159250,308368}
{-104370,900059}
{250745,824410}
{441137,247914}
{67508,-177268}
{550923,418991}
{-249620,-979214}
{957103,970170}
{-708078,601998}
{-572054,-906989}
{-562787,270712}
{125933,811788}
{-756380,-506475}
{-564969,130380}
{267242,617171}
{179442,859197}
{865879,218466}
{-518748,779230}
{-375352,85458}
{87067,-213226}
{-923301,669250}
{-682166,-339857}
{-427722,-692252}
{581368,-531683}
{568140,-922177}
{-394103,168421}
{-788346,-789241}
{188124,-237360}
{-759167,118192}
{743238,-909239}
{-970577,333621}
{708436,-36188}
{-652452,363462}
{-178269,334509}
{-304262,879027}
{-163215,-122309}
{-59994,400712}
